"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage"
"C4170","5","531320","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Offices of real estate appraisers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",59,211,203,211,2906215,287810,3065,1073,"",0.89,0.92,0.88,0.92,1.15,0.60,0.46,1.26
"C4170","5","531320","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Offices of real estate appraisers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",58,214,214,204,3433826,159206,2217,1254,"",0.88,0.93,0.93,0.90,1.32,0.58,0.56,1.43
"C4170","5","53139","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Other activities related to real estate","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",32,100,103,106,1089181,681806,10257,813,"",0.54,0.31,0.31,0.31,0.17,0.26,0.16,0.55
"C4170","5","53139","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Other activities related to real estate","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",33,102,107,111,1187102,288509,4434,856,"",0.54,0.30,0.31,0.32,0.22,0.41,0.31,0.71
"C4170","5","53139","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Other activities related to real estate","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",34,121,118,114,1276120,159815,2765,834,"",0.55,0.34,0.33,0.33,0.23,0.34,0.29,0.68
"C4170","5","531390","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Other activities related to real estate","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",32,100,103,106,1089181,681806,10257,813,"",0.54,0.31,0.31,0.31,0.17,0.26,0.16,0.55
"C4170","5","531390","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Other activities related to real estate","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",33,102,107,111,1187102,288509,4434,856,"",0.54,0.30,0.31,0.32,0.22,0.41,0.31,0.71
"C4170","5","531390","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Other activities related to real estate","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",34,121,118,114,1276120,159815,2765,834,"",0.55,0.34,0.33,0.33,0.23,0.34,0.29,0.68
"C4170","5","532","45","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Rental and leasing services","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",358,5402,5458,5545,60078813,37006393,913968,845,"",1.35,1.61,1.61,1.62,1.63,1.67,1.55,1.01
"C4170","5","532","45","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Rental and leasing services","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",352,5600,5828,5945,63534430,10980412,251396,844,"",1.33,1.61,1.63,1.63,1.74,1.55,1.55,1.07
"C4170","5","532","45","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Rental and leasing services","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",354,5928,5993,5911,66835957,8985245,173126,865,"",1.33,1.61,1.64,1.63,1.77,1.86,1.57,1.09
"C4170","5","5321","46","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Automotive equipment rental and leasing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",70,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0
"C4170","5","5321","46","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Automotive equipment rental and leasing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",78,0,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,0
"C4170","5","5321","46","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Automotive equipment rental and leasing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",78,0,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,0
"C4170","5","53211","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Passenger car rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",41,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0
"C4170","5","53211","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Passenger car rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",50,0,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,0
"C4170","5","53211","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Passenger car rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",49,0,0,0,0,0,0,0,"N",0.98,0,0,0,0,0,0,0
"C4170","5","532111","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Passenger car rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",37,0,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,0
"C4170","5","532111","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Passenger car rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",46,0,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,0
"C4170","5","532111","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Passenger car rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",45,0,0,0,0,0,0,0,"N",0.98,0,0,0,0,0,0,0
"C4170","5","532112","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Passenger car leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,22,22,22,506013,183046,5468,1769,"",0.98,0.37,0.36,0.36,0.46,0.36,0.57,1.27
"C4170","5","532112","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Passenger car leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,22,22,21,607618,11446,84,2157,"",0.98,0.37,0.36,0.34,0.69,0.09,0.04,1.94
"C4170","5","532112","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Passenger car leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,22,22,21,586576,3506,17,2083,"",0.97,0.35,0.35,0.33,0.61,0.04,0.01,1.77
"C4170","5","53212","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Truck, trailer, and rv rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",29,481,489,485,6880602,3531996,91710,1091,"",1.09,1.16,1.17,1.14,1.58,1.26,1.25,1.36
"C4170","5","53212","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Truck, trailer, and rv rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",28,500,503,499,6265215,841702,19383,963,"",1.05,1.16,1.15,1.13,1.50,1.01,1.08,1.31
"C4170","5","53212","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Truck, trailer, and rv rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",29,504,512,507,6397079,598199,14668,969,"",1.07,1.12,1.14,1.14,1.49,1.21,1.34,1.32
"C4170","5","532120","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Truck, trailer, and rv rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",29,481,489,485,6880602,3531996,91710,1091,"",1.09,1.16,1.17,1.14,1.58,1.26,1.25,1.36
"C4170","5","532120","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Truck, trailer, and rv rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",28,500,503,499,6265215,841702,19383,963,"",1.05,1.16,1.15,1.13,1.50,1.01,1.08,1.31
"C4170","5","532120","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Truck, trailer, and rv rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",29,504,512,507,6397079,598199,14668,969,"",1.07,1.12,1.14,1.14,1.49,1.21,1.34,1.32
"C4170","5","5322","46","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Consumer goods rental","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",146,1064,1080,1122,9877015,7073170,281927,698,"",1.45,1.06,1.07,1.09,1.21,1.21,1.61,1.13
"C4170","5","5322","46","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Consumer goods rental","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",133,1104,1175,1220,10243090,2310129,74920,676,"",1.33,1.05,1.07,1.08,1.23,1.01,1.24,1.15
"C4170","5","5322","46","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Consumer goods rental","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",133,1178,1179,1097,10125297,1438813,39002,676,"",1.34,1.04,1.05,1.01,1.17,0.93,0.95,1.13
"C4170","5","53221","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Consumer electronics and appliances rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",27,0,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,0
"C4170","5","53221","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Consumer electronics and appliances rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",25,0,0,0,0,0,0,0,"N",1.37,0,0,0,0,0,0,0
"C4170","5","53221","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Consumer electronics and appliances rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",25,0,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,0
"C4170","5","532210","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Consumer electronics and appliances rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",27,0,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,0
"C4170","5","532210","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Consumer electronics and appliances rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",25,0,0,0,0,0,0,0,"N",1.37,0,0,0,0,0,0,0
"C4170","5","532210","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Consumer electronics and appliances rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",25,0,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,0
"C4170","5","53222","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Formal wear and costume rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,0
"C4170","5","53222","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Formal wear and costume rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,0,"N",1.30,0,0,0,0,0,0,0
"C4170","5","53222","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Formal wear and costume rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,0,"N",1.33,0,0,0,0,0,0,0
"C4170","5","532220","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Formal wear and costume rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,0
"C4170","5","532220","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Formal wear and costume rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,0,"N",1.30,0,0,0,0,0,0,0
"C4170","5","532220","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Formal wear and costume rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,0,"N",1.33,0,0,0,0,0,0,0
"C4170","5","53223","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Video tape and disc rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",16,0,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,0
"C4170","5","53223","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Video tape and disc rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0
"C4170","5","53223","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Video tape and disc rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0
"C4170","5","532230","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Video tape and disc rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",16,0,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,0
"C4170","5","532230","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Video tape and disc rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0
"C4170","5","532230","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Video tape and disc rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0
"C4170","5","53229","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Other consumer goods rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",94,689,697,722,6925819,4676028,181193,758,"",1.56,1.04,1.04,1.07,1.24,1.14,1.46,1.18
"C4170","5","53229","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Other consumer goods rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",93,742,798,844,7370629,1491440,41746,713,"",1.53,1.06,1.08,1.08,1.25,0.93,0.95,1.16
"C4170","5","53229","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Other consumer goods rental","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",93,833,820,726,7463576,1040314,24951,724,"",1.53,1.06,1.07,0.98,1.22,0.93,0.81,1.17
"C4170","5","532291","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Home health equipment rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",14,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0
"C4170","5","532291","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Home health equipment rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0
"C4170","5","532291","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Home health equipment rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,0
"C4170","5","532292","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Recreational goods rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0
"C4170","5","532292","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Recreational goods rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,0
"C4170","5","532292","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Recreational goods rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,0
"C4170","5","532299","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","All other consumer goods rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",67,359,360,357,4167775,2622649,123905,894,"",2.01,1.05,1.04,1.02,1.50,1.31,1.83,1.45
"C4170","5","532299","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","All other consumer goods rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",67,362,363,363,4269071,661103,26605,905,"",1.98,0.98,0.91,0.88,1.41,0.74,0.97,1.53
"C4170","5","532299","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","All other consumer goods rental","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",67,357,362,353,4008496,354908,15901,863,"",1.99,0.88,0.90,0.88,1.29,0.58,0.85,1.45
"C4170","5","5323","46","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",29,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"C4170","5","5323","46","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",30,0,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,0
"C4170","5","5323","46","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",31,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0
"C4170","5","53231","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",29,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"C4170","5","53231","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",30,0,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,0
"C4170","5","53231","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",31,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0
"C4170","5","532310","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",29,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"C4170","5","532310","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",30,0,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,0
"C4170","5","532310","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","General rental centers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",31,0,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,0
"C4170","5","5324","46","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Machinery and equipment rental and leasing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",113,1430,1428,1457,20667192,11502517,230969,1105,"",1.66,1.59,1.56,1.57,1.44,1.55,1.18,0.92
"C4170","5","5324","46","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Machinery and equipment rental and leasing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",111,1468,1515,1542,21579872,3008047,58449,1101,"",1.62,1.58,1.59,1.61,1.52,1.60,1.38,0.96
"C4170","5","5324","46","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Machinery and equipment rental and leasing","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",112,1600,1620,1598,22968022,2803618,41975,1100,"",1.62,1.66,1.68,1.65,1.59,2.30,1.52,0.96
"C4170","5","53241","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Heavy machinery rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",48,995,988,1009,15222545,8368270,155601,1174,"",1.54,2.02,1.98,2.00,1.79,1.98,1.48,0.89
"C4170","5","53241","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Heavy machinery rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",49,1026,1068,1094,15518561,2205953,39782,1123,"",1.55,2.02,2.07,2.10,1.82,2.22,1.92,0.88
"C4170","5","53241","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Heavy machinery rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",49,1154,1177,1162,17584525,2261129,30980,1162,"",1.54,2.19,2.23,2.19,2.05,3.42,2.23,0.93
"C4170","5","532411","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Transportation equipment rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,0
"C4170","5","532411","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Transportation equipment rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0
"C4170","5","532411","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Transportation equipment rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0
"C4170","5","532412","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Other heavy machinery rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",45,0,0,0,0,0,0,0,"N",1.68,0,0,0,0,0,0,0
"C4170","5","532412","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Other heavy machinery rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",46,0,0,0,0,0,0,0,"N",1.70,0,0,0,0,0,0,0
"C4170","5","532412","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Other heavy machinery rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",46,0,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,0
"C4170","5","53242","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Office equipment rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0
"C4170","5","53242","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Office equipment rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",4,30,29,28,345916,44281,470,918,"",0.84,0.55,0.52,0.50,0.37,0.38,0.20,0.70
"C4170","5","53242","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Office equipment rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",4,26,26,25,348755,6015,36,1045,"",0.84,0.46,0.46,0.45,0.35,0.11,0.03,0.78
"C4170","5","532420","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Office equipment rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0
"C4170","5","532420","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Office equipment rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,30,29,28,345916,44281,470,918,"",0.84,0.55,0.52,0.50,0.37,0.38,0.20,0.70
"C4170","5","532420","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Office equipment rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,26,26,25,348755,6015,36,1045,"",0.84,0.46,0.46,0.45,0.35,0.11,0.03,0.78
"C4170","5","53249","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Other machinery rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",60,0,0,0,0,0,0,0,"N",1.86,0,0,0,0,0,0,0
"C4170","5","53249","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Other machinery rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",58,412,418,420,5715395,757813,18197,1055,"",1.79,1.12,1.11,1.11,1.22,0.98,0.95,1.10
"C4170","5","53249","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Other machinery rental and leasing","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",59,420,417,411,5034742,536474,10959,931,"",1.81,1.11,1.10,1.07,1.04,1.07,0.88,0.95
"C4170","5","532490","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Other machinery rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",60,0,0,0,0,0,0,0,"N",1.86,0,0,0,0,0,0,0
"C4170","5","532490","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Other machinery rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",58,412,418,420,5715395,757813,18197,1055,"",1.79,1.12,1.11,1.11,1.22,0.98,0.95,1.10
"C4170","5","532490","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Other machinery rental and leasing","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",59,420,417,411,5034742,536474,10959,931,"",1.81,1.11,1.10,1.07,1.04,1.07,0.88,0.95
"C4170","5","533","45","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0
"C4170","5","533","45","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0
"C4170","5","533","45","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,0
"C4170","5","5331","46","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0
"C4170","5","5331","46","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0
"C4170","5","5331","46","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,0
"C4170","5","53311","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0
"C4170","5","53311","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0
"C4170","5","53311","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,0
"C4170","5","533110","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",20,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0
"C4170","5","533110","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Lessors of nonfinancial intangible assets","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",19,0,0,0,0,0,0,0,"N",1.23,0,0,0,0,0,0,0
